@relation Ujian

@attribute 'Jenis Kelamin' {PRIA,WANITA}
@attribute Usia numeric
@attribute Pendidikan {'SMA / SLTA',S1,Diploma}
@attribute Profesi {'Swasta Asing / PMA','Wiraswasta Besar / Menengah','Swasta Besar / Menengah','PNS / Instansi / Departemen / Pemda'}
@attribute 'Total Masa Kerja' {'1,2','> 2','< 1'}
@attribute 'Status Kerja' {Tetap,Pengusaha,Kontrak}
@attribute 'Status Pernikahan' {'BELUM MENIKAH',MENIKAH}
@attribute 'Jumlah Tanggungan' numeric
@attribute 'Status Tmpt Tinggal' {KELUARGA,'SEWA / KONTRAK','MILIK SENDIRI',DINAS}
@attribute 'Total Penghasilan' {'< 2000000','2000000 - 3500000','> 4000000','3600000 - 4000000'}
@attribute 'Kredit Lainnya' {'Kredit Barang','Tidak Ada ','Kredit Kendaraan'}
@attribute Tunggakan {'Tidak Menunggak','Tidak Ada',Menuggak}
@attribute Keterangan {LOLOS,'TIDAK LOLOS'}

@data
PRIA,39,'SMA / SLTA','Wiraswasta Besar / Menengah','1,2',Pengusaha,MENIKAH,0,'MILIK SENDIRI','3600000 - 4000000','Tidak Ada ','Tidak Ada',LOLOS
PRIA,39,'SMA / SLTA','Swasta Besar / Menengah','< 1',Kontrak,MENIKAH,0,'SEWA / KONTRAK','3600000 - 4000000','Tidak Ada ','Tidak Ada',LOLOS
PRIA,26,'SMA / SLTA','Swasta Besar / Menengah','> 2',Kontrak,'BELUM MENIKAH',0,'SEWA / KONTRAK','3600000 - 4000000','Tidak Ada ','Tidak Ada','TIDAK LOLOS'
PRIA,37,Diploma,'Swasta Besar / Menengah','< 1',Kontrak,MENIKAH,1,DINAS,'> 4000000','Tidak Ada ','Tidak Ada',LOLOS
WANITA,27,'SMA / SLTA','Swasta Besar / Menengah','1,2',Kontrak,'BELUM MENIKAH',0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada ','Tidak Ada','TIDAK LOLOS'
PRIA,37,'SMA / SLTA','Wiraswasta Besar / Menengah','> 2',Pengusaha,MENIKAH,2,'SEWA / KONTRAK','3600000 - 4000000','Tidak Ada ','Tidak Ada',LOLOS
WANITA,41,Diploma,'Swasta Besar / Menengah','1,2',Kontrak,MENIKAH,1,DINAS,'3600000 - 4000000','Tidak Ada ','Tidak Ada',LOLOS
PRIA,26,Diploma,'PNS / Instansi / Departemen / Pemda','1,2',Tetap,MENIKAH,2,'MILIK SENDIRI','2000000 - 3500000','Tidak Ada ','Tidak Ada',LOLOS
PRIA,42,'SMA / SLTA','PNS / Instansi / Departemen / Pemda','1,2',Tetap,MENIKAH,1,KELUARGA,'2000000 - 3500000','Tidak Ada ','Tidak Ada',LOLOS
WANITA,24,S1,'Wiraswasta Besar / Menengah','< 1',Pengusaha,'BELUM MENIKAH',0,'SEWA / KONTRAK','3600000 - 4000000','Tidak Ada ','Tidak Ada',LOLOS
PRIA,24,Diploma,'Swasta Besar / Menengah','> 2',Kontrak,MENIKAH,3,'SEWA / KONTRAK','> 4000000','Tidak Ada ','Tidak Ada',LOLOS
PRIA,36,S1,'Wiraswasta Besar / Menengah','1,2',Pengusaha,MENIKAH,1,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada ','Tidak Ada',LOLOS
PRIA,45,'SMA / SLTA','PNS / Instansi / Departemen / Pemda','1,2',Tetap,MENIKAH,2,'MILIK SENDIRI','2000000 - 3500000','Tidak Ada ','Tidak Ada','TIDAK LOLOS'
PRIA,29,Diploma,'Wiraswasta Besar / Menengah','1,2',Pengusaha,'BELUM MENIKAH',0,'MILIK SENDIRI','> 4000000','Kredit Barang','Tidak Menunggak','TIDAK LOLOS'
PRIA,40,S1,'Wiraswasta Besar / Menengah','1,2',Pengusaha,MENIKAH,1,'SEWA / KONTRAK','3600000 - 4000000','Tidak Ada ','Tidak Ada','TIDAK LOLOS'
PRIA,24,'SMA / SLTA','Swasta Besar / Menengah','> 2',Kontrak,'BELUM MENIKAH',0,DINAS,'2000000 - 3500000','Tidak Ada ','Tidak Ada',LOLOS
PRIA,39,'SMA / SLTA','Swasta Asing / PMA','> 2',Kontrak,MENIKAH,2,'MILIK SENDIRI','< 2000000','Tidak Ada ','Tidak Ada','TIDAK LOLOS'
PRIA,29,'SMA / SLTA','PNS / Instansi / Departemen / Pemda','1,2',Tetap,'BELUM MENIKAH',0,KELUARGA,'3600000 - 4000000','Tidak Ada ','Tidak Ada',LOLOS
PRIA,27,Diploma,'Swasta Besar / Menengah','1,2',Kontrak,'BELUM MENIKAH',0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada ','Tidak Ada','TIDAK LOLOS'
WANITA,33,Diploma,'Wiraswasta Besar / Menengah','1,2',Pengusaha,MENIKAH,0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada ','Tidak Ada','TIDAK LOLOS'
WANITA,27,Diploma,'Wiraswasta Besar / Menengah','< 1',Pengusaha,'BELUM MENIKAH',0,'SEWA / KONTRAK','> 4000000','Tidak Ada ','Tidak Ada',LOLOS
WANITA,34,Diploma,'Wiraswasta Besar / Menengah','1,2',Pengusaha,MENIKAH,1,'SEWA / KONTRAK','> 4000000','Tidak Ada ','Tidak Ada',LOLOS
PRIA,23,Diploma,'PNS / Instansi / Departemen / Pemda','1,2',Tetap,'BELUM MENIKAH',0,'SEWA / KONTRAK','> 4000000','Tidak Ada ','Tidak Ada',LOLOS
PRIA,28,Diploma,'Wiraswasta Besar / Menengah','< 1',Pengusaha,MENIKAH,1,'SEWA / KONTRAK','3600000 - 4000000','Tidak Ada ','Tidak Ada',LOLOS
PRIA,38,Diploma,'PNS / Instansi / Departemen / Pemda','1,2',Tetap,MENIKAH,2,'SEWA / KONTRAK','> 4000000','Tidak Ada ','Tidak Ada','TIDAK LOLOS'
WANITA,23,'SMA / SLTA','PNS / Instansi / Departemen / Pemda','1,2',Tetap,'BELUM MENIKAH',0,DINAS,'3600000 - 4000000','Tidak Ada ','Tidak Ada',LOLOS
WANITA,26,Diploma,'Wiraswasta Besar / Menengah','1,2',Pengusaha,'BELUM MENIKAH',0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada ','Tidak Ada',LOLOS
